document_url,question_type,question
https://medlineplus.gov/druginfo/meds/a686018.html,emergency or overdose,What to do in case of emergency or overdose of Pimozide ?
https://medlineplus.gov/druginfo/meds/a610002.html,side effects,What are the side effects or risks of Palonosetron Injection ?
https://medlineplus.gov/druginfo/meds/a601088.html,storage and disposal,What should I know about storage and disposal of Olsalazine ?
https://medlineplus.gov/druginfo/meds/a699057.html,emergency or overdose,What to do in case of emergency or overdose of Nateglinide Oral ?
https://medlineplus.gov/druginfo/meds/a608032.html,important warning,What important warning or information should I know about Tretinoin ?
https://medlineplus.gov/druginfo/meds/a604035.html,storage and disposal,What should I know about storage and disposal of Pancrelipase ?
https://medlineplus.gov/druginfo/meds/a685001.html,precautions,Are there safety concerns or special precautions about Amoxicillin ?
https://medlineplus.gov/druginfo/meds/a601202.html,usage,How should Fentanyl Transdermal Patch be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a608046.html,side effects,What are the side effects or risks of Estramustine ?
https://medlineplus.gov/druginfo/meds/a600010.html,side effects,What are the side effects or risks of Repaglinide ?
https://medlineplus.gov/druginfo/meds/a682023.html,side effects,What are the side effects or risks of Primidone ?
https://medlineplus.gov/druginfo/meds/a682117.html,emergency or overdose,What to do in case of emergency or overdose of Meperidine ?
https://medlineplus.gov/druginfo/meds/a688005.html,emergency or overdose,What to do in case of emergency or overdose of Buspirone ?
https://medlineplus.gov/druginfo/meds/a682922.html,precautions,Are there safety concerns or special precautions about Estrogen ?
https://medlineplus.gov/druginfo/meds/a682342.html,precautions,Are there safety concerns or special precautions about Chlorthalidone ?
https://medlineplus.gov/druginfo/meds/a699057.html,storage and disposal,What should I know about storage and disposal of Nateglinide Oral ?
https://medlineplus.gov/druginfo/meds/a699003.html,side effects,What are the side effects or risks of Capecitabine ?
https://medlineplus.gov/druginfo/meds/a610007.html,usage,How should Topotecan be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a613007.html,storage and disposal,What should I know about storage and disposal of Linaclotide ?
https://medlineplus.gov/druginfo/meds/a682077.html,precautions,Are there safety concerns or special precautions about Meprobamate ?
https://medlineplus.gov/druginfo/meds/a613019.html,indication,Who should get Teduglutide Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a611001.html,storage and disposal,What should I know about storage and disposal of Diclofenac Transdermal Patch ?
https://medlineplus.gov/druginfo/meds/a681036.html,precautions,Are there safety concerns or special precautions about Acyclovir Injection ?
https://medlineplus.gov/druginfo/meds/a609011.html,side effects,What are the side effects or risks of Eltrombopag ?
https://medlineplus.gov/druginfo/meds/a697047.html,usage,How should Bicalutamide be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a692027.html,usage,How should Ramipril be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a614052.html,indication,Who should get Bacitracin Topical and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682158.html,storage and disposal,What should I know about storage and disposal of Maprotiline ?
https://medlineplus.gov/druginfo/meds/a608050.html,side effects,What are the side effects or risks of Mitotane ?
https://medlineplus.gov/druginfo/meds/a695011.html,precautions,Are there safety concerns or special precautions about Tramadol ?
https://medlineplus.gov/druginfo/meds/a692016.html,emergency or overdose,What to do in case of emergency or overdose of Felodipine ?
https://medlineplus.gov/druginfo/meds/a613032.html,usage,How should Apixaban be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a607057.html,indication,Who should get Pegaptanib Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682180.html,side effects,What are the side effects or risks of Haloperidol ?
https://medlineplus.gov/druginfo/meds/a602019.html,precautions,Are there safety concerns or special precautions about Diflorasone Topical ?
https://medlineplus.gov/druginfo/meds/a698024.html,indication,Who should get Cefpodoxime and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682080.html,emergency or overdose,What to do in case of emergency or overdose of Cyclophosphamide ?
https://medlineplus.gov/druginfo/meds/a601230.html,usage,How should Alosetron be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a684010.html,emergency or overdose,What to do in case of emergency or overdose of Hyoscyamine ?
https://medlineplus.gov/druginfo/meds/a609035.html,important warning,What important warning or information should I know about AbobotulinumtoxinA Injection ?
https://medlineplus.gov/druginfo/meds/a682465.html,emergency or overdose,What to do in case of emergency or overdose of Propylthiouracil ?
https://medlineplus.gov/druginfo/meds/a682465.html,side effects,What are the side effects or risks of Propylthiouracil ?
https://medlineplus.gov/druginfo/meds/a614056.html,usage,How should Nivolumab Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682543.html,precautions,Are there safety concerns or special precautions about Chlorpheniramine ?
https://medlineplus.gov/druginfo/meds/a682108.html,indication,Who should get Sodium Polystyrene Sulfonate and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a607020.html,contraindication,Who should not get Meningococcal Vaccines and what are its contraindications ?
https://medlineplus.gov/druginfo/meds/a609011.html,storage and disposal,What should I know about storage and disposal of Eltrombopag ?
https://medlineplus.gov/druginfo/meds/a606007.html,indication,Who should get Nepafenac Ophthalmic and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a607041.html,precautions,Are there safety concerns or special precautions about Cetuximab Injection ?
https://medlineplus.gov/druginfo/meds/a693050.html,usage,How should Omeprazole be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a614040.html,side effects,What are the side effects or risks of Idelalisib ?
https://medlineplus.gov/druginfo/meds/a684036.html,usage,How should Cisplatin Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682245.html,indication,Who should get Prazosin and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a614010.html,indication,Who should get Avanafil and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a609017.html,emergency or overdose,What to do in case of emergency or overdose of Dexlansoprazole ?
https://medlineplus.gov/druginfo/meds/a604029.html,precautions,Are there safety concerns or special precautions about Cyanocobalamin Nasal Gel ?
https://medlineplus.gov/druginfo/meds/a611008.html,precautions,Are there safety concerns or special precautions about IncobotulinumtoxinA Injection ?
https://medlineplus.gov/druginfo/meds/a601107.html,emergency or overdose,What to do in case of emergency or overdose of Reserpine ?
https://medlineplus.gov/druginfo/meds/a603032.html,side effects,What are the side effects or risks of Polyethylene Glycol 3350 ?
https://medlineplus.gov/druginfo/meds/a682518.html,precautions,Are there safety concerns or special precautions about Niacin ?
https://medlineplus.gov/druginfo/meds/a612016.html,storage and disposal,What should I know about storage and disposal of Deferiprone ?
https://medlineplus.gov/druginfo/meds/a601059.html,side effects,What are the side effects or risks of Guanfacine ?
https://medlineplus.gov/druginfo/meds/a684007.html,precautions,Are there safety concerns or special precautions about Dicyclomine ?
https://medlineplus.gov/druginfo/meds/a613004.html,side effects,What are the side effects or risks of Regorafenib ?
https://medlineplus.gov/druginfo/meds/a695023.html,important warning,What important warning or information should I know about Ifosfamide Injection ?
https://medlineplus.gov/druginfo/meds/a615016.html,side effects,What are the side effects or risks of Naloxegol ?
https://medlineplus.gov/druginfo/meds/a682287.html,side effects,What are the side effects or risks of Meclofenamate ?
https://medlineplus.gov/druginfo/meds/a605036.html,indication,Who should get Isocarboxazid and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a611014.html,side effects,What are the side effects or risks of Ceftaroline Injection ?
https://medlineplus.gov/druginfo/meds/a610024.html,emergency or overdose,What to do in case of emergency or overdose of Dabigatran ?
https://medlineplus.gov/druginfo/meds/a682530.html,precautions,Are there safety concerns or special precautions about Baclofen Oral ?
https://medlineplus.gov/druginfo/meds/a682756.html,emergency or overdose,What to do in case of emergency or overdose of Acetazolamide Oral ?
https://medlineplus.gov/druginfo/meds/a607049.html,precautions,Are there safety concerns or special precautions about Retapamulin ?
https://medlineplus.gov/druginfo/meds/a697003.html,side effects,What are the side effects or risks of Latanoprost Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a684058.html,precautions,Are there safety concerns or special precautions about Glyburide ?
https://medlineplus.gov/druginfo/meds/a615021.html,emergency or overdose,What to do in case of emergency or overdose of Acetylcysteine Oral Inhalation ?
https://medlineplus.gov/druginfo/meds/a614062.html,usage,How should Peramivir Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a614014.html,storage and disposal,What should I know about storage and disposal of Sofosbuvir ?
https://medlineplus.gov/druginfo/meds/a613047.html,indication,Who should get Levonorgestrel Intrauterine System and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a601111.html,precautions,Are there safety concerns or special precautions about Spironolactone and Hydrochlorothiazide ?
https://medlineplus.gov/druginfo/meds/a601081.html,side effects,What are the side effects or risks of Mycophenolate ?
https://medlineplus.gov/druginfo/meds/a611003.html,usage,How should Liraglutide Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a603002.html,storage and disposal,What should I know about storage and disposal of Epinephrine Injection ?
https://medlineplus.gov/druginfo/meds/a601202.html,indication,Who should get Fentanyl Transdermal Patch and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682280.html,storage and disposal,What should I know about storage and disposal of Loperamide ?
https://medlineplus.gov/druginfo/meds/a614002.html,important warning,What important warning or information should I know about Tigecycline Injection ?
